부품명,부품사양,매각가능수량_정상,매각가능수량_불량
메모리,삼성 2GB DDR3 PC3-10600U,10,0
메모리,하이닉스 2GB DDR3 PC3-10600U,2,0
메모리,삼성 1GB DDR3 PC3-8500,1,0
메모리,삼성 2GB DDR3 PC3-8500,53,0
메모리,하이닉스 2GB DDR3 PC3-10600U,12,0
메모리,삼성 2GB DDR3 PC3-10600U,118,0
메모리,삼성 1GB DDR3 PC3-10600U,27,0
메모리,외산 256MB DDR2 PC2-4200U,1,0
메모리,삼성 4GB DDR3 PC3-10600U,5,0
메모리,하이닉스 2GB DDR3 PC3-10600U,22,0
메모리,삼성 2GB DDR3 PC3-10600U,3,0
메모리,삼성 1GB DDR2 PC2-6400U,6,0
메모리,삼성 2GB DDR2 PC2-6400U,11,0
메모리,삼성 2GB DDR3 PC3-10600U,6,0
메모리,삼성 1GB DDR2 PC2-6400,2,0
메모리,삼성 1GB DDR3 PC3-10600U,90,0
메모리,삼성 2GB DDR3 PC3-10600U,33,0
메모리,메모리기타 2GB DDR2 PC2-6400,4,0
메모리,하이닉스 1GB DDR3 PC3-8500,6,0
메모리,삼성 2GB DDR3 PC3-10600U,83,0
메모리,삼성 1GB DDR3 PC3-8500,32,0
메모리,외산 1GB DDR3 PC3-8500,6,0
메모리,삼성 1GB DDR3 PC3-8500,51,0
메모리,삼성 2GB DDR3 PC3-10600U,96,0
메모리,삼성 4GB DDR3 PC3-10600,4,0
메모리,하이닉스 4GB DDR3 PC3-10600,10,0
메모리,삼성 4GB DDR3 PC3-10600,10,0
메모리,삼성 4GB DDR3 PC3-10600,1,0
메모리,하이닉스 4GB DDR3 PC3-10600,13,0
메모리,삼성 4GB DDR3 PC3-10600,5,0
메모리,삼성 2GB DDR3 PC3-10600,20,0
메모리,하이닉스 4GB DDR3 PC3-10600,4,0
메모리,삼성 4GB DDR3 PC3-10600,6,0
메모리,삼성 2GB DDR3 PC3-10600,43,0
메모리,삼성 2GB DDR2 PC2-6400,47,0
메모리,삼성 2GB DDR3 PC3-10600,20,0
메모리,삼성 2GB DDR3 PC3-10600,14,0
메모리,삼성 2GB DDR3 PC3-10600,18,0
메모리,삼성 2GB DDR2 PC2-6400,1,0
메모리,삼성 2GB DDR3 PC3-10600,56,0
메모리,하이닉스 2GB DDR2 PC2-6400,1,0
메모리,외산 4GB DDR3 PC3-10600,1,0
메모리,하이닉스 4GB DDR3 PC3-10600,6,0
메모리,삼성 2GB DDR3 PC3-10600,30,0
메모리,하이닉스 4GB DDR3 PC3-10600,1,0
메모리,삼성 4GB DDR3 PC3-10600,5,0
메모리,삼성 2GB DDR3 PC3-10600,2,0
메모리,삼성 2GB DDR2 PC2-6400,1,0
메모리,삼성 256MB DDR PC-3200,4,0
메모리,삼성 2GB DDR3 PC3-10600,6,0
메모리,삼성 4GB DDR3 PC3-10600,6,0
메모리,하이닉스 2GB DDR3 PC3-10600,5,0
메모리,삼성 4GB DDR3 PC3-10600,6,0
메모리,삼성 4GB DDR3 PC3-10600,6,0
메모리,삼성 2GB DDR3 PC3-10600,10,0
메모리,삼성 4GB DDR3 PC3-10600,1,0
메모리,하이닉스 4GB DDR3 PC3-10600,1,0
메모리,외산 2GB DDR3 PC3-10600,4,0
메모리,삼성 2GB DDR3 PC3-10600,38,0
메모리,삼성 2GB DDR2 PC2-6400,2,0
메모리,삼성 2GB DDR3 PC3-8500,40,0
메모리,삼성 2GB DDR2 PC2-6400,2,0
메모리,삼성 2GB DDR3 PC3-10600,7,0
메모리,삼성 2GB DDR3 PC3-10600,14,0
메모리,삼성 2GB DDR2 PC2-6400,1,0
메모리,하이닉스 2GB DDR3 PC3-10600,6,0
메모리,삼성 2GB DDR3 PC3-10600,8,0
메모리,삼성 4GB DDR3 PC3-10600,7,0
메모리,삼성 2GB DDR3 PC3-10600,101,0
메모리,삼성 512MB DDR PC-3200,1,0
메모리,삼성 4GB DDR3 PC3-10600,6,0
메모리,하이닉스 2GB DDR3 PC3-10600,9,0
메모리,삼성 2GB DDR3 PC3-10600,14,0
메모리,삼성 4GB DDR3 PC3-10600,9,0
메모리,삼성 4GB DDR3 PC3-10600,8,0
메모리,외산 4GB DDR3 PC3-10600,11,0
메모리,하이닉스 4GB DDR3 PC3-10600,7,0
메모리,삼성 4GB DDR3 PC3-10600,5,0
메모리,외산 4GB DDR3 PC3-10600,3,0
메모리,하이닉스 4GB DDR3 PC3-10600,8,0
메모리,삼성 4GB DDR3 PC3-10600,5,0
메모리,삼성 2GB DDR3 PC3-8500,77,0
메모리,삼성 2GB DDR2 PC2-6400,4,0
메모리,삼성 4GB DDR3 PC3-10600,5,0
메모리,하이닉스 2GB DDR3 PC3-10600,14,0
메모리,삼성 4GB DDR3 PC3-10600,6,0
메모리,삼성 2GB DDR3 PC3-10600,30,0
메모리,삼성 2GB DDR2 PC2-6400,17,0
메모리,삼성 1GB DDR3 PC3-8500,22,0
메모리,삼성 2GB DDR3 PC3-10600,29,0
메모리,삼성 2GB DDR2 PC2-6400,11,0
메모리,삼성 4GB DDR3 PC3-10600,8,0
메모리,삼성 2GB DDR3 PC3-8500,8,0
메모리,삼성 4GB DDR3 PC3-10600,10,0
메모리,삼성 4GB DDR3 PC3-10600,86,0
메모리,삼성 4GB DDR3 PC3-10600,7,0
메모리,삼성 2GB DDR3 PC3-10600,6,0
메모리,삼성 4GB DDR3 PC3-10600,13,0
메모리,하이닉스 4GB DDR3 PC3-10600,2,0
메모리,삼성 1GB DDR2 PC2-5300,16,0
메모리,삼성 1GB DDR2 PC2-6400,104,0
메모리,삼성 1GB DDR2 PC2-5300,50,0
메모리,외산 2GB DDR2 PC2-6400,2,0
메모리,외산 1GB DDR3 PC3-10600,2,0
메모리,외산 1GB DDR2 PC2-6400,2,0
메모리,하이닉스 1GB DDR2 PC2-6400,7,0
메모리,하이닉스 1GB DDR2 PC2-5300,3,0
메모리,하이닉스 1GB DDR2 PC2-4200,2,0
메모리,삼성 1GB DDR3 PC3-8500,2,0
메모리,삼성 1GB DDR3 PC3-10600,4,0
메모리,삼성 1GB DDR2 PC2-6400,46,0
메모리,삼성 2GB DDR3 PC3-10600,44,0
메모리,삼성 2GB DDR3 PC3-12800,4,0
메모리,삼성 2GB DDR3 PC3-8500,18,0
메모리,외산 2GB DDR3 PC3-10600,33,0
메모리,외산 2GB DDR3 PC3-12800,1,0
메모리,외산 4GB DDR3 PC3-16000,1,0
메모리,삼성 2GB DDR2 PC2-6400,20,0
메모리,삼성 1GB DDR2 PC2-5300,7,0
메모리,삼성 1GB DDR2 PC2-6400,14,0
메모리,삼성 1GB DDR3 PC3-10600,8,0
메모리,삼성 1GB DDR3 PC3-8500,7,0
메모리,삼성 2GB DDR2 PC2-5300,1,0
메모리,삼성 2GB DDR3 PC3-10600,37,0
메모리,삼성 2GB DDR3 PC3-12800,4,0
메모리,삼성 2GB DDR3 PC3-8500,3,0
메모리,외산 1GB DDR2 PC2-5300,4,0
메모리,외산 1GB DDR2 PC2-6400,3,0
메모리,외산 1GB DDR3 PC3-10600,3,0
메모리,외산 2GB DDR2 PC2-6400,1,0
메모리,외산 2GB DDR3 PC3-10600,11,0
메모리,외산 1GB DDR2 PC2-5300,1,0
메모리,외산 2GB DDR3 PC3-12800,1,0
메모리,외산 2GB DDR3 PC3-10600,16,0
메모리,외산 2GB DDR2 PC2-6400,1,0
메모리,외산 1GB DDR3 PC3-10600,7,0
메모리,삼성 1GB DDR3 PC3-10600,11,0
메모리,삼성 2GB DDR3 PC3-12800,2,0
메모리,삼성 2GB DDR3 PC3-8500,2,0
메모리,외산 1GB DDR2 PC2-6400,11,0
메모리,삼성 1GB DDR2 PC2-6400,14,0
메모리,삼성 1GB DDR2 PC2-5300,9,0
메모리,삼성 1GB DDR3 PC3-8500,7,0
메모리,삼성 2GB DDR2 PC2-6400,24,0
메모리,삼성 2GB DDR3 PC3-10600,41,0
메모리,삼성 4GB DDR3 PC3-12800,7,0
메모리,외산 2GB DDR3 PC3-12800,40,0
메모리,외산 2GB DDR3 PC3-10600,50,0
메모리,삼성 2GB DDR3 PC3-10600,9,0
메모리,삼성 1GB DDR3 PC3-8500,1,0
메모리,외산 2GB DDR2 PC2-6400,6,0
메모리,외산 1GB DDR2 PC2-6400,2,0
메모리,삼성 2GB DDR3 PC3-8500,3,0
메모리,삼성 2GB DDR3 PC3-10600,3,0
메모리,삼성 2GB DDR2 PC2-6400,33,0
메모리,삼성 1GB DDR2 PC2-6400,8,0
메모리,삼성 1GB DDR2 PC2-5300,4,0
메모리,외산 2GB DDR3 PC3-10600,1,0
메모리,삼성 4GB DDR3 PC3-12800,1,0
메모리,삼성 4GB DDR3 PC3-10600,3,0
메모리,삼성 2GB DDR3 PC3-10600,4,0
메모리,삼성 4GB DDR3 PC3-10600,1,0
메모리,외산 4GB DDR3 PC3-12800,4,0
메모리,삼성 4GB DDR3 PC3-12800,2,0
메모리,외산 2GB DDR3 PC3-10600,1,0
메모리,외산 1GB DDR3 PC3-10600,2,0
메모리,외산 1GB DDR3 PC3-8500,2,0
메모리,외산 2GB DDR3 PC3-10600,16,0
메모리,삼성 4GB DDR3 PC3-12800,2,0
메모리,삼성 4GB DDR3 PC3-12800,10,0
메모리,외산 2GB DDR3 PC3-10600,1,0
메모리,삼성 2GB DDR3 PC3-10600,4,0
메모리,삼성 2GB DDR3 PC3-12800,1,0
메모리,삼성 2GB DDR3 PC3-8500,1,0
메모리,삼성 4GB DDR3 PC3-10600,1,0
메모리,삼성 4GB DDR3 PC3-12800,7,0
메모리,외산 4GB DDR3 PC3-12800,1,0
메모리,삼성 2GB DDR3 PC3-10600,2,0
메모리,삼성 4GB DDR3 PC3-10600,3,0
메모리,삼성 2GB DDR3 PC3-10600,4,0
메모리,삼성 2GB DDR3 PC3-8500,1,0
메모리,외산 4GB DDR3 PC3-12800,2,0
메모리,삼성 2GB DDR3 PC3-10600,17,0
메모리,삼성 4GB DDR3 PC3-10600,1,0
메모리,삼성 4GB DDR3 PC3-10600,3,0
메모리,삼성 2GB DDR3 PC3-8500,2,0
메모리,삼성 2GB DDR3 PC3-10600,3,0
메모리,삼성 256MB DDR PC-3200,3,0
메모리,삼성 2GB DDR3 PC3-10600,8,0
메모리,삼성 2GB DDR3 PC3-12800,8,0
메모리,삼성 2GB DDR2 PC2-6400,2,0
메모리,외산 4GB DDR3 PC3-12800,1,0
메모리,삼성 4GB DDR3 PC3-10600,6,0
메모리,삼성 2GB DDR3 PC3-10600,4,0
메모리,외산 8GB DDR3 PC3-16000,1,0
메모리,외산 2GB DDR3 PC3-10600,3,0
메모리,삼성 4GB DDR3 PC3-12800,4,0
메모리,삼성 2GB DDR3 PC3-10600,1,0
메모리,삼성 2GB DDR3 PC3-10600,2,0
메모리,삼성 4GB DDR3 PC3-12800,4,0
메모리,삼성 4GB DDR3 PC3-10600,1,0
메모리,외산 2GB DDR2 PC2-6400,2,0
메모리,외산 2GB DDR3 PC3-10600,3,0
메모리,외산 4GB DDR3 PC3-16000,1,0
메모리,삼성 1GB DDR2 PC2-5300,1,0
메모리,삼성 1GB DDR2 PC2-6400,1,0
메모리,삼성 2GB DDR2 PC2-5300,1,0
메모리,삼성 2GB DDR2 PC2-6400,53,0
메모리,삼성 2GB DDR3 PC3-10600,34,0
메모리,삼성 2GB DDR3 PC3-8500,4,0
메모리,삼성 2GB DDR3 PC3-10600,15,0
메모리,삼성 2GB DDR3 PC3-8500,2,0
메모리,삼성 4GB DDR3 PC3-10600,4,0
메모리,삼성 4GB DDR3 PC3-12800,5,0
메모리,삼성 2GB DDR3 PC3-8500,2,0
메모리,삼성 4GB DDR3 PC3-12800,5,0
메모리,외산 4GB DDR3 PC3-10600,1,0
메모리,삼성 2GB DDR3 PC3-8500,3,0
메모리,삼성 2GB DDR3 PC3-10600,95,0
메모리,삼성 1GB DDR2 PC2-5300,15,0
메모리,외산 2GB DDR2 PC2-6400,3,0
메모리,외산 1GB DDR2 PC2-6400,1,0
메모리,삼성 2GB DDR3 PC3-8500,3,0
메모리,삼성 2GB DDR3 PC3-10600,17,0
메모리,삼성 2GB DDR2 PC2-6400,61,0
메모리,삼성 2GB DDR2 PC2-5300,2,0
메모리,삼성 1GB DDR3 PC3-8500,9,0
메모리,삼성 1GB DDR3 PC3-10600,6,0
메모리,삼성 1GB DDR2 PC2-6400,32,0
메모리,삼성 1GB DDR2 PC2-4200,1,0
메모리,외산 2GB DDR3 PC3-10600,1,0
메모리,외산 2GB DDR2 PC2-6400,9,0
메모리,외산 2GB DDR2 PC2-5300,2,0
메모리,삼성 2GB DDR3 PC3-8500,15,0
메모리,삼성 2GB DDR3 PC3-10600,23,0
메모리,삼성 2GB DDR2 PC2-6400,27,0
메모리,삼성 1GB DDR3 PC3-8500,1,0
메모리,삼성 1GB DDR3 PC3-10600,7,0
메모리,삼성 1GB DDR2 PC2-6400,1,0
메모리,삼성 2GB DDR3 PC3-10600,46,0
메모리,삼성 2GB DDR2 PC2-6400,7,0
메모리,삼성 1GB DDR3 PC3-10600,48,0
메모리,삼성 1GB DDR2 PC2-6400,4,0
메모리,삼성 1GB DDR2 PC2-5300,2,0
메모리,삼성 2GB DDR3 PC3-12800,4,0
메모리,삼성 2GB DDR3 PC3-8500,62,0
메모리,삼성 2GB DDR3 PC3-10600,8,0
메모리,삼성 2GB DDR3 PC3-8500,4,0
메모리,외산 1GB DDR3 PC3-10600,3,0
메모리,외산 2GB DDR3 PC3-10600,9,0
메모리,외산 4GB DDR3 PC3-12800,1,0
메모리,외산 2GB DDR2 PC2-6400,4,0
메모리,외산 1GB DDR2 PC2-6400,3,0
메모리,삼성 2GB DDR3 PC3-8500,1,0
메모리,삼성 2GB DDR3 PC3-12800,1,0
메모리,삼성 2GB DDR3 PC3-10600,33,0
메모리,삼성 2GB DDR2 PC2-6400,52,0
메모리,삼성 1GB DDR3 PC3-8500,1,0
메모리,삼성 1GB DDR3 PC3-10600,8,0
메모리,삼성 1GB DDR2 PC2-6400,2,0
메모리,삼성 1GB DDR2 PC2-5300,6,0
메모리,삼성 1GB DDR3 PC3-10600,8,0
메모리,삼성 2GB DDR3 PC3-8500,8,0
메모리,삼성 1GB DDR2 PC2-4200,1,0
메모리,삼성 1GB DDR2 PC2-5300,3,0
메모리,삼성 1GB DDR2 PC2-6400,17,0
메모리,삼성 1GB DDR3 PC3-8500,11,0
메모리,삼성 2GB DDR2 PC2-5300,6,0
메모리,삼성 2GB DDR2 PC2-6400,34,0
메모리,삼성 2GB DDR3 PC3-10600,52,0
메모리,삼성 2GB DDR3 PC3-12800,3,0
메모리,외산 4GB DDR3 PC3-12800,3,0
메모리,외산 2GB DDR3 PC3-10600,21,0
메모리,외산 1GB DDR2 PC2-6400,10,0
메모리,외산 1GB DDR2 PC2-5300,8,0
메모리,삼성 1GB DDR3 PC3-8500,14,0
메모리,삼성 1GB DDR3 PC3-10600,18,0
메모리,삼성 2GB DDR3 PC3-12800,1,0
메모리,삼성 2GB DDR3 PC3-10600,42,0
메모리,삼성 2GB DDR2 PC2-6400,41,0
메모리,삼성 2GB DDR2 PC2-5300,2,0
메모리,삼성 1GB DDR2 PC2-6400,17,0
메모리,삼성 1GB DDR2 PC2-5300,27,0
메모리,외산 2GB DDR3 PC3-8500,1,0
메모리,외산 2GB DDR3 PC3-10600,9,0
메모리,외산 2GB DDR2 PC2-6400,1,0
메모리,외산 1GB DDR3 PC3-10600,9,0
메모리,삼성 2GB DDR3 PC3-8500,24,0
메모리,삼성 2GB DDR3 PC3-8500,111,0
메모리,삼성 2GB DDR3 PC3-10600,56,0
메모리,삼성 2GB DDR3 PC3-8500,2,0
메모리,외산 2GB DDR2 PC2-6400,2,0
메모리,외산 2GB DDR2 PC2-5300,1,0
메모리,외산 1GB DDR3 PC3-10600,1,0
메모리,삼성 1GB DDR2 PC2-5300,13,0
메모리,삼성 1GB DDR2 PC2-6400,7,0
메모리,삼성 1GB DDR3 PC3-10600,42,0
메모리,삼성 1GB DDR3 PC3-8500,12,0
메모리,삼성 2GB DDR2 PC2-6400,43,0
메모리,삼성 2GB DDR3 PC3-10600,57,0
메모리,삼성 2GB DDR3 PC3-12800,2,0
메모리,외산 1GB DDR2 PC2-6400,1,0
메모리,삼성 4GB DDR3 PC3-12800,45,0
메모리,삼성 4GB DDR3 PC3-10600,15,0
메모리,삼성 4GB DDR3 PC3-12800,4,0
메모리,외산 4GB DDR3 PC3-12800,1,0
메모리,외산 2GB DDR3 PC3-10600,1,0
메모리,하이닉스 2GB DDR3 PC3-10600,1,0
메모리,삼성 4GB DDR4 PC4-21300,1,0
메모리,삼성 8GB DDR4 PC4-21300,4,0
메모리,삼성 2GB DDR3 PC3-8500,3,0
메모리,삼성 2GB DDR3 PC3-10600,6,0
메모리,하이닉스 4GB DDR3 PC3-12800,1,0
메모리,삼성 4GB DDR3 PC3-12800,7,0
메모리,삼성 4GB DDR3 PC3-10600,2,0
메모리,삼성 2GB DDR3 PC3-10600,1,0
메모리,삼성 2GB DDR3 PC3-8500,2,0
메모리,삼성 4GB DDR3 PC3-12800,2,0
메모리,삼성 4GB DDR3 PC3-12800,2,0
메모리,삼성 4GB DDR3 PC3-10600,2,0
메모리,삼성 2GB DDR3 PC3-10600,3,0
메모리,삼성 4GB DDR3 PC3-10600,2,0
메모리,삼성 4GB DDR3 PC3-12800,6,0
메모리,하이닉스 4GB DDR3 PC3-10600,2,0
메모리,삼성 2GB DDR3 PC3-12800,1,0
메모리,삼성 2GB DDR3 PC3-10600,6,0
메모리,외산 2GB DDR3 PC3-10600,1,0
메모리,하이닉스 4GB DDR3 PC3-12800,2,0
메모리,삼성 2GB DDR3 PC3-10600,4,0
메모리,삼성 4GB DDR3 PC3-10600,6,0
메모리,삼성 4GB DDR3 PC3-12800,8,0
메모리,삼성 8GB DDR3 PC3-10600,2,0
메모리,삼성 4GB DDR3 PC3-12800,4,0
메모리,삼성 4GB DDR3 PC3-10600,1,0
메모리,삼성 2GB DDR3 PC3-10600,4,0
메모리,하이닉스 4GB DDR3 PC3-12800,2,0
메모리,삼성 4GB DDR3 PC3-12800,6,0
메모리,삼성 4GB DDR3 PC3-10600,5,0
메모리,삼성 2GB DDR3 PC3-8500,2,0
메모리,삼성 2GB DDR3 PC3-10600,2,0
메모리,하이닉스 2GB DDR3 PC3-12800,3,0
메모리,하이닉스 2GB DDR3 PC3-10600,1,0
메모리,삼성 4GB DDR3 PC3-12800,3,0
메모리,삼성 2GB DDR3 PC3-8500,1,0
메모리,삼성 2GB DDR3 PC3-12800,1,0
메모리,삼성 2GB DDR3 PC3-10600,22,0
메모리,삼성 1GB DDR3 PC3-10600,1,0
메모리,삼성 2GB DDR3 PC3-10600,2,0
메모리,삼성 4GB DDR3 PC3-10600,5,0
메모리,삼성 4GB DDR3 PC3-12800,5,0
메모리,삼성 2GB DDR3 PC3-10600,2,0
메모리,삼성 4GB DDR3 PC3-12800,5,0
메모리,삼성 8GB DDR4 PC4-21300,1,0
메모리,삼성 8GB DDR4 PC4-17000,2,0
메모리,삼성 4GB DDR4 PC4-17000,4,0
메모리,삼성 4GB DDR3 PC3-10600,15,0
메모리,삼성 4GB DDR3 PC3-12800,1,0
메모리,삼성 1GB DDR2 PC2-6400,34,0
메모리,삼성 2GB DDR3 PC3-8500,10,0
메모리,삼성 2GB DDR3 PC3-10600,61,0
메모리,삼성 2GB DDR2 PC2-6400,45,0
메모리,삼성 1GB DDR3 PC3-8500,19,0
메모리,삼성 1GB DDR3 PC3-10600,54,0
메모리,하이닉스 1GB DDR3 PC3-10600,2,0
메모리,삼성 1GB DDR2 PC2-5300,11,0
메모리,외산 4GB DDR4 PC4-17000,10,0
메모리,외산 4GB DDR4 PC4-19200,1,0
메모리,하이닉스 2GB DDR3 PC3-10600,3,0
메모리,삼성 4GB DDR4 PC4-17000,7,0
메모리,삼성 4GB DDR4 PC4-19200,1,0
메모리,삼성 2GB DDR3 PC3-8500,20,0
메모리,삼성 2GB DDR3 PC3-12800,1,0
메모리,삼성 2GB DDR3 PC3-10600,19,0
메모리,삼성 1GB DDR2 PC2-5300,2,0
메모리,삼성 1GB DDR2 PC2-6400,14,0
메모리,삼성 1GB DDR3 PC3-10600,40,0
메모리,삼성 1GB DDR3 PC3-8500,23,0
메모리,삼성 2GB DDR2 PC2-6400,20,0
메모리,삼성 2GB DDR3 PC3-10600,98,0
메모리,삼성 2GB DDR3 PC3-12800,9,0
메모리,삼성 2GB DDR3 PC3-8500,21,0
메모리,삼성 4GB DDR3 PC3-12800,5,0
메모리,하이닉스 1GB DDR3 PC3-8500,2,0
메모리,하이닉스 1GB DDR3 PC3-10600,3,0
메모리,외산 1GB DDR3 PC3-10600,2,0
메모리,하이닉스 2GB DDR3 PC3-10600,4,0
메모리,삼성 4GB DDR3 PC3-12800,13,0
메모리,삼성 2GB DDR3 PC3-12800,1,0
메모리,삼성 2GB DDR3 PC3-10600,104,0
메모리,삼성 2GB DDR2 PC2-6400,29,0
메모리,삼성 1GB DDR3 PC3-8500,2,0
메모리,삼성 1GB DDR3 PC3-10600,27,0
메모리,삼성 1GB DDR2 PC2-6400,22,0
메모리,삼성 1GB DDR2 PC2-5300,5,0
메모리,하이닉스 4GB DDR3 PC3-12800,1,0
메모리,삼성 4GB DDR3 PC3-12800,2,0
메모리,삼성 4GB DDR3 PC3-10600,1,0
메모리,외산 2GB DDR3 PC3-10600,9,0
메모리,삼성 2GB DDR3 PC3-10600,1,0
메모리,삼성 4GB DDR3 PC3-12800,3,0
메모리,삼성 4GB DDR3 PC3-10600,3,0
메모리,삼성 4GB DDR3 PC3-12800,5,0
메모리,삼성 4GB DDR3 PC3-10600,5,0
메모리,하이닉스 4GB DDR3 PC3-12800,4,0
메모리,삼성 2GB DDR3 PC3-8500,1,0
메모리,하이닉스 2GB DDR3 PC3-10600,4,0
메모리,삼성 2GB DDR3 PC3-10600,7,0
메모리,삼성 4GB DDR3 PC3-12800,6,0
메모리,삼성 4GB DDR3 PC3-10600,3,0
메모리,삼성 4GB DDR3 PC3-12800,2,0
메모리,삼성 2GB DDR3 PC3-12800,6,0
메모리,삼성 2GB DDR3 PC3-10600,8,0
메모리,삼성 4GB DDR3 PC3-12800,2,0
메모리,삼성 4GB DDR3 PC3-10600,8,0
메모리,하이닉스 4GB DDR3 PC3-12800,2,0
메모리,삼성 4GB DDR3 PC3-10600,3,0
메모리,삼성 2GB DDR3 PC3-10600,11,0
메모리,삼성 2GB DDR3 PC3-8500,1,0
메모리,외산 2GB DDR3 PC3-10600,2,0
메모리,하이닉스 2GB DDR3 PC3-10600,1,0
메모리,삼성 2GB DDR3 PC3-8500,2,0
메모리,삼성 2GB DDR3 PC3-12800,2,0
메모리,삼성 2GB DDR3 PC3-10600,7,0
메모리,삼성 1GB DDR2 PC2-5300,1,0
메모리,삼성 2GB DDR2 PC2-5300,3,0
메모리,삼성 2GB DDR2 PC2-6400,109,0
메모리,하이닉스 2GB DDR2 PC2-5300,1,0
메모리,하이닉스 2GB DDR2 PC2-6400,2,0
메모리,삼성 1GB DDR2 PC2-5300,1,0
메모리,삼성 1GB DDR2 PC2-5300,3,0
메모리,삼성 1GB DDR2 PC2-4200,1,0
메모리,삼성 2GB DDR3 PC3-10600,23,0
메모리,삼성 1GB DDR2 PC2-6400,2,0
메모리,외산 4GB DDR3 PC3-16000,1,0
메모리,하이닉스 4GB DDR3 PC3-12800,1,0
메모리,삼성 4GB DDR4 PC4-12800,5,0
메모리,삼성 2GB DDR3 PC3-10600U,2,0
메모리,삼성 2GB DDR3 PC3-10600U,1,0
메모리,삼성 2GB DDR2 PC2-6400,2,0
메모리,삼성 1GB DDR3 PC3-10600U,1,0
메모리,삼성 1GB DDR2 PC2-5300U,1,0
메모리,삼성 2GB DDR3 PC3-10600U,2,0
메모리,삼성 1GB DDR2 PC2-4200U,1,0
메모리,삼성 1GB DDR2 PC2-5300U,2,0
메모리,삼성 1GB DDR2 PC2-6400U,1,0
메모리,삼성 2GB DDR2 PC2-5300U,1,0
메모리,삼성 2GB DDR2 PC2-6400,6,0
메모리,하이닉스 1GB DDR2 PC2-5300U,1,0
메모리,하이닉스 1GB DDR3 PC3-10600,1,0
메모리,삼성 2GB DDR2 PC2-6400U,1,0
메모리,삼성 2GB DDR3 PC3-10600U,1,0
메모리,삼성 2GB DDR3 PC3-10600U,9,0
메모리,하이닉스 1GB DDR3 PC3-10600,1,0
메모리,하이닉스 1GB DDR3 PC3-8500,2,0
메모리,하이닉스 2GB DDR3 PC3-10600U,1,0
메모리,외산 2GB DDR3 PC3-10600U,2,0
메모리,삼성 1GB DDR2 PC2-5300U,7,0
메모리,삼성 1GB DDR2 PC2-6400U,4,0
메모리,삼성 1GB DDR3 PC3-8500U,3,0
메모리,삼성 2GB DDR2 PC2-6400U,14,0
메모리,삼성 2GB DDR3 PC3-8500U,1,0
메모리,삼성 4GB DDR3 PC3-12800,4,0
메모리,삼성 2GB DDR3 PC3-10600U,1,0
메모리,삼성 2GB DDR2 PC2-6400U,1,0
메모리,삼성 2GB DDR2 PC2-6400U,40,0
메모리,삼성 1GB DDR2 PC2-4200,6,0
메모리,삼성 1GB DDR2 PC2-5300U,15,0
메모리,삼성 1GB DDR2 PC2-6400U,11,0
메모리,삼성 2GB DDR2 PC2-5300U,3,0
메모리,삼성 2GB DDR2 PC2-6400U,19,0
메모리,삼성 2GB DDR3 PC3-10600U,4,0
메모리,삼성 2GB DDR3 PC3-8500U,2,0
메모리,하이닉스 1GB DDR2 PC2-5300,1,0
메모리,하이닉스 1GB DDR3 PC3-10600,2,0
메모리,하이닉스 2GB DDR2 PC2-6400,1,0
메모리,하이닉스 2GB DDR3 PC3-10600U,1,0
메모리,외산 1GB DDR2 PC2-6400,7,0
메모리,외산 1GB DDR3 PC3-10600,1,0
메모리,외산 2GB DDR2 PC2-6400,1,0
메모리,삼성 2GB DDR3 PC3-8500U,1,0
메모리,삼성 2GB DDR3 PC3-10600U,4,0
메모리,삼성 2GB DDR3 PC3-12800,2,0
메모리,삼성 4GB DDR3 PC3-10600U,1,0
메모리,삼성 2GB DDR2 PC2-6400U,4,0
메모리,삼성 2GB DDR3 PC3-10600U,1,0
메모리,삼성 4GB DDR3 PC3-10600U,2,0
메모리,삼성 4GB DDR3 PC3-12800,11,0
메모리,삼성 2GB DDR2 PC2-6400U,1,0
메모리,하이닉스 1GB DDR2 PC2-6400U,1,0
메모리,삼성 2GB DDR3 PC3-10600U,4,0
메모리,하이닉스 2GB DDR3 PC3-10600U,2,0
메모리,삼성 4GB DDR3 PC3-10600U,2,0
메모리,하이닉스 2GB DDR3 PC3-12800,2,0
메모리,삼성 2GB DDR3 PC3-10600U,1,0
메모리,삼성 4GB DDR3 PC3-10600U,10,0
메모리,하이닉스 2GB DDR3 PC3-10600U,1,0
메모리,하이닉스 4GB DDR3 PC3-12800,4,0
메모리,삼성 4GB DDR3 PC3-12800,4,0
메모리,삼성 4GB DDR3 PC3-10600U,1,0
메모리,외산 2GB DDR2 PC2-6400,2,0
메모리,삼성 2GB DDR2 PC2-6400U,3,0
메모리,하이닉스 1GB DDR3 PC3-10600,1,0
메모리,삼성 2GB DDR2 PC2-5300U,1,0
메모리,삼성 1GB DDR3 PC3-10600U,1,0
메모리,삼성 1GB DDR2 PC2-5300U,4,0
메모리,삼성 1GB DDR2 PC2-6400U,1,0
메모리,삼성 2GB DDR2 PC2-6400U,5,0
메모리,삼성 2GB DDR3 PC3-10600U,3,0
메모리,하이닉스 2GB DDR2 PC2-6400,2,0
메모리,외산 2GB DDR2 PC2-6400,2,0
메모리,하이닉스 4GB DDR3 PC3-12800,3,0
메모리,삼성 2GB DDR3 PC3-10600U,8,0
메모리,삼성 4GB DDR3 PC3-12800,6,0
